country,ifs,id,year,enp_lt,enp_mol,enp_gol,rgdpe,rent ,formgov,elecsys,demstock,ethfrac,elections,bi_elections
Nepal,NPL,30,1996,2.785510705,2.355737065,2.647532343,28891.51563,1.326249219,2,2,-206,0.6992369,2,0
Nepal,NPL,30,1997,2.785510705,2.355737065,2.647532343,28643.22461,1.090667424,2,2,-203,0.6992369,2,0
Nepal,NPL,30,1998,2.785510705,2.355737065,2.647532343,28820.92773,1.271680096,2,2,-200,0.6992369,2,0
Nepal,NPL,30,1999,2.785510705,2.355737065,2.647532343,29303.52539,1.394818469,2,2,-197,0.6992369,2,0
Nepal,NPL,30,2000,2.391016157,1.678801237,1.988591123,30147.74609,1.16695407,2,2,-193,0.6992369,3,1
Nepal,NPL,30,2001,2.391016157,1.678801237,1.988591123,31754.17578,1.060759556,2,2,-190,0.6992369,3,0
Nepal,NPL,30,2009,4.689521312,2.74270242,3.766145249,43315.51172,1.004720733,2,0,-190,0.6992369,4,1
Nepal,NPL,30,2010,4.689521312,2.74270242,3.766145249,48809.21875,1.470692174,2,0,-187,0.6992369,4,0
Pakistan,PAK,31,1990,3.19169135,2.09516682,2.568581804,268649.125,1.915050001,2,2,-5,0.644509,1,1
Pakistan,PAK,31,1991,2.947138965,1.733773359,2.279449994,274763.8125,1.330040518,2,2,0,0.644509,2,1
Pakistan,PAK,31,1992,2.947138965,1.733773359,2.279449994,290936.5313,1.050130875,2,2,5,0.644509,2,0
Pakistan,PAK,31,1993,2.955367913,1.730028557,2.282388063,296665.125,0.957974388,2,2,10,0.644509,2,0
Pakistan,PAK,31,1994,3.325511965,2.983796567,3.214067713,304987.4688,0.854166761,2,2,15,0.644509,3,1
Pakistan,PAK,31,1995,3.325511965,2.983796567,3.214067713,323249.1875,0.890227329,2,2,20,0.644509,3,0
Pakistan,PAK,31,1996,3.325511965,2.983796567,3.214067713,340220.5,1.135507848,2,2,25,0.644509,3,0
Pakistan,PAK,31,1997,3.325511965,2.983796567,3.214067713,339654.4688,1.074579359,2,2,29,0.644509,3,0
Pakistan,PAK,31,1998,2.168177555,1.139845984,1.676391849,361101.8438,0.634779943,2,2,33,0.644509,4,1
Peru,PER,32,1991,4.120040692,3.233958992,3.693527458,77647.5625,2.135777658,1,1,30,0.5896865,1,1
Peru,PER,32,1992,4.120040692,3.233958992,3.693527458,79203.84375,2.205131086,1,1,28,0.5896865,1,0
Peru,PER,32,1993,2.570281124,1.571861744,2.012762583,84870.85938,1.620030765,1,1,28,0.5896865,2,1
Peru,PER,32,1994,2.570281124,1.571861744,2.012762583,99408.23438,1.659156686,1,1,29,0.5896865,2,0
Peru,PER,32,1995,2.570281124,1.571861744,2.012762583,111817.4063,1.947405842,1,1,30,0.5896865,2,0
Peru,PER,32,1996,2.819107283,1.341626352,2.118509556,117757.3984,1.67326088,1,1,30,0.5896865,3,1
Peru,PER,32,1997,2.819107283,1.341626352,2.118509556,126222.0859,1.790268476,1,1,31,0.5896865,3,0
Peru,PER,32,1998,2.819107283,1.341626352,2.118509556,123901.7266,0.695440425,1,1,31,0.5896865,3,0
Peru,PER,32,1999,2.819107283,1.341626352,2.118509556,123918.9531,1.08502322,1,1,32,0.5896865,3,0
Paraguay,PRY,33,1975,1.923076923,1.279421433,1.548245614,6647.823242,3.443362999,1,1,-207,0.1449224,1,1
Paraguay,PRY,33,1976,1.923076923,1.279421433,1.548245614,7367.050293,2.491102488,1,1,-213,0.1449224,1,0
Paraguay,PRY,33,1977,1.923076923,1.279421433,1.548245614,8427.829102,2.975448421,1,1,-219,0.1449224,1,0
Paraguay,PRY,33,1978,1.923076923,1.279421433,1.548245614,9218.746094,3.139257809,1,1,-225,0.1449224,1,0
Paraguay,PRY,33,1979,1.991150442,1.229070405,1.568977591,9217.69043,3.951000147,1,1,-230,0.1449224,2,1
Paraguay,PRY,33,1980,1.991150442,1.229070405,1.568977591,10727.17773,3.423059274,1,1,-236,0.1449224,2,0
Paraguay,PRY,33,1981,1.991150442,1.229070405,1.568977591,12072.79688,2.536746079,1,1,-242,0.1449224,2,0
Paraguay,PRY,33,1982,1.991150442,1.229070405,1.568977591,11987.46484,3.510132386,1,1,-247,0.1449224,2,0
Paraguay,PRY,33,1983,1.991150442,1.229070405,1.568977591,11661.8584,2.27932216,1,1,-253,0.1449224,2,0
Paraguay,PRY,33,1984,1.98019802,1.237449488,1.565871349,11999.5498,2.023594303,1,1,-258,0.1449224,3,1
Paraguay,PRY,33,1985,1.98019802,1.237449488,1.565871349,12444.49023,2.794056122,1,1,-263,0.1449224,3,0
Paraguay,PRY,33,1986,1.98019802,1.237449488,1.565871349,12341.75586,3.304172643,1,1,-269,0.1449224,3,0
Paraguay,PRY,33,1987,1.98019802,1.237449488,1.565871349,12817.16602,3.646611064,1,1,-274,0.1449224,3,0
Paraguay,PRY,33,1988,1.98019802,1.237449488,1.565871349,13961.38867,2.92885556,1,1,-279,0.1449224,3,0
Paraguay,PRY,33,1989,1.98019802,1.237449488,1.565871349,14921.53906,3.223544314,1,1,-278,0.1449224,3,0
Paraguay,PRY,33,1990,1.887308124,1.259319387,1.527745005,15413.67969,2.757319731,1,1,-277,0.1449224,4,1
Paraguay,PRY,33,1991,1.887308124,1.259319387,1.527745005,15911.18945,2.372352979,1,1,-275,0.1449224,4,0
Paraguay,PRY,33,1998,2.380952381,1.963718821,2.110444178,20673.61719,1.950060988,1,1,-246,0.1449224,5,1
Russian Federation,RUS,34,1994,6.219111709,5.396066581,5.987371919,1955325.625,7.167921596,1,0,7,0.333093,1,1
Russian Federation,RUS,34,1996,3.464476374,1.859434486,2.628284249,1391432.5,9.898920181,1,0,10,0.333093,2,1
Russian Federation,RUS,34,1997,3.464476374,1.859434486,2.628284249,1331397.875,8.250625989,1,0,12,0.333093,2,0
Russian Federation,RUS,34,1998,3.464476374,1.859434486,2.628284249,1255449.25,4.560881374,1,0,14,0.333093,2,0
Russian Federation,RUS,34,1999,3.464476374,1.859434486,2.628284249,1330511.75,11.51388317,1,0,16,0.333093,2,0
Russian Federation,RUS,34,2000,4.587060537,3.811685848,4.237698467,1539544.625,21.75183225,1,0,19,0.333093,3,1
Russian Federation,RUS,34,2001,4.587060537,3.811685848,4.237698467,1477606.875,19.54999857,1,0,23,0.333093,3,0
Russian Federation,RUS,34,2002,4.587060537,3.811685848,4.237698467,1505335.5,16.84070518,1,0,26,0.333093,3,0
Russian Federation,RUS,34,2003,4.587060537,3.811685848,4.237698467,1614003.125,17.11374983,1,0,29,0.333093,3,0
Russian Federation,RUS,34,2004,3.262560619,1.541620329,2.425732627,1801288.125,16.64537285,1,0,33,0.333093,4,1
Russian Federation,RUS,34,2005,3.262560619,1.541620329,2.425732627,2011903.125,19.40081077,1,0,36,0.333093,4,0
Russian Federation,RUS,34,2006,3.262560619,1.541620329,2.425732627,2286555.25,19.46340905,1,1,39,0.333093,4,0
Russian Federation,RUS,34,2007,3.262560619,1.541620329,2.425732627,2585305.75,16.33229932,1,1,41,0.333093,4,0
Russian Federation,RUS,34,2008,1.91910385,1.114453653,1.515417763,2855575.75,18.08237054,1,1,43,0.333093,5,1
Russian Federation,RUS,34,2009,1.91910385,1.114453653,1.515417763,2565496.75,14.16631107,1,1,46,0.333093,5,0
Russian Federation,RUS,34,2010,1.91910385,1.114453653,1.515417763,2892628.25,13.90135272,1,1,48,0.333093,5,0
Senegal,SEN,35,1979,1.414252045,1.063526641,1.21686747,9404.052734,2.835495928,1,0,-87,0.7227722,1,1
Senegal,SEN,35,1980,1.414252045,1.063526641,1.21686747,8908.005859,3.565650275,1,0,-88,0.7227722,1,0
Senegal,SEN,35,1981,1.414252045,1.063526641,1.21686747,9075.989258,3.902009416,1,0,-89,0.7227722,1,0
Senegal,SEN,35,1982,1.414252045,1.063526641,1.21686747,10588.47754,4.200752769,1,0,-90,0.7227722,1,0
Senegal,SEN,35,1983,1.414252045,1.063526641,1.21686747,11304.53027,3.31317356,1,0,-90,0.7227722,1,0
Senegal,SEN,35,1984,1.162602939,1.006101178,1.082280032,12060.58594,3.453019891,1,0,-91,0.7227722,2,1
Senegal,SEN,35,1985,1.162602939,1.006101178,1.082280032,13379.82715,2.343788933,1,0,-92,0.7227722,2,0
Senegal,SEN,35,1986,1.162602939,1.006101178,1.082280032,14192.19238,2.306005484,1,0,-92,0.7227722,2,0
Senegal,SEN,35,1987,1.162602939,1.006101178,1.082280032,14499.74512,1.894564177,1,0,-93,0.7227722,2,0
Senegal,SEN,35,1988,1.248469104,1.019576107,1.126213592,14966.3252,2.069577908,1,0,-94,0.7227722,3,1
Senegal,SEN,35,1989,1.248469104,1.019576107,1.126213592,14813.3125,2.275957637,1,0,-94,0.7227722,3,0
Senegal,SEN,35,1990,1.248469104,1.019576107,1.126213592,15140.94531,2.42526933,1,0,-95,0.7227722,3,0
Senegal,SEN,35,1991,1.248469104,1.019576107,1.126213592,15001.43848,2.475225727,1,0,-95,0.7227722,3,0
Senegal,SEN,35,1992,1.248469104,1.019576107,1.126213592,15224.04102,2.354642399,1,0,-96,0.7227722,3,0
Senegal,SEN,35,1993,1.843317972,1.17838561,1.484472177,14816.82227,2.224863787,1,0,-97,0.7227722,4,1
Senegal,SEN,35,1994,1.843317972,1.17838561,1.484472177,15088.26953,3.712006917,1,0,-97,0.7227722,4,0
Senegal,SEN,35,1995,1.843317972,1.17838561,1.484472177,15183.10645,4.120701726,1,0,-98,0.7227722,4,0
Senegal,SEN,35,1996,1.843317972,1.17838561,1.484472177,16093.41895,3.905090618,1,0,-98,0.7227722,4,0
Senegal,SEN,35,1997,1.843317972,1.17838561,1.484472177,16437.25391,3.953581559,1,0,-99,0.7227722,4,0
Senegal,SEN,35,1998,1.843317972,1.17838561,1.484472177,17244.07031,3.869723655,1,0,-100,0.7227722,4,0
Senegal,SEN,35,1999,1.801168958,1.115022154,1.449336166,18003.3457,2.841323157,1,0,-100,0.7227722,5,1
Singapore,SGP,36,1982,1.027022092,1.000187515,1.013513514,36187.98047,0.000835394,2,2,-3,0.419383,1,1
Singapore,SGP,36,1983,1.027022092,1.000187515,1.013513514,40260.05078,0.00076421,2,2,-4,0.419383,1,0
Singapore,SGP,36,1984,1.027022092,1.000187515,1.013513514,43437.66406,0.001001666,2,2,-6,0.419383,1,0
Singapore,SGP,36,1985,1.052267746,1.000354837,1.026302647,41940.45313,0.001162469,2,2,-7,0.419383,2,1
Singapore,SGP,36,1986,1.052267746,1.000354837,1.026302647,41927.14453,0.001960281,2,2,-8,0.419383,2,0
Singapore,SGP,36,1988,1.024996094,1.000160131,1.0125,49621.10156,0.001360624,2,2,-11,0.419383,3,1
Singapore,SGP,36,1989,1.024996094,1.000160131,1.0125,54689.36328,0.001110664,2,2,-12,0.419383,3,0
Singapore,SGP,36,1990,1.024996094,1.000160131,1.0125,61804.91797,0.000920176,2,2,-14,0.419383,3,0
Singapore,SGP,36,1991,1.025969646,1.000173013,1.012987013,67287.42188,0.000727763,2,2,-15,0.419383,4,1
Singapore,SGP,36,1992,1.104731436,1.00186013,1.05290863,71360.49219,0.001020521,2,2,-16,0.419383,4,0
Singapore,SGP,36,1993,1.052267746,1.000354837,1.026302647,79837.14844,0.000671501,2,2,-17,0.419383,4,0
Singapore,SGP,36,1994,1.052267746,1.000354837,1.026302647,88224.60938,0.000735107,2,2,-19,0.419383,4,0
Singapore,SGP,36,1995,1.052267746,1.000354837,1.026302647,98084.6875,0.000949134,2,2,-20,0.419383,4,0
Singapore,SGP,36,1996,1.052267746,1.000354837,1.026302647,106269.5938,0.000830888,2,2,-21,0.419383,4,0
Singapore,SGP,36,1997,1.052267746,1.000354837,1.026302647,120663.3594,0.000726969,2,2,-22,0.419383,5,1
Singapore,SGP,36,1998,1.049672406,1.000319876,1.02498871,119315.5938,0.000710118,2,2,-23,0.419383,5,0
Singapore,SGP,36,1999,1.049672406,1.000319876,1.02498871,130466.7109,0.000371771,2,2,-25,0.419383,5,0
Singapore,SGP,36,2000,1.049672406,1.000319876,1.02498871,157298.1563,0.000326853,2,2,-26,0.419383,5,0
Singapore,SGP,36,2001,1.049672406,1.000319876,1.02498871,156937.2813,0.000404672,2,2,-27,0.419383,5,0
Singapore,SGP,36,2002,1.049063336,1.000311943,1.024680476,170039.4688,0.000436804,2,2,-28,0.419383,6,1
Singapore,SGP,36,2003,1.049063336,1.000311943,1.024680476,180141.7813,0.000597659,2,2,-29,0.419383,6,0
Singapore,SGP,36,2004,1.049063336,1.000311943,1.024680476,219280.4063,0.000559764,2,2,-30,0.419383,6,0
Singapore,SGP,36,2005,1.049063336,1.000311943,1.024680476,254400.0938,0.000312089,2,2,-31,0.419383,6,0
Singapore,SGP,36,2006,1.049063336,1.000311943,1.024680476,275413.5938,0.00032545,2,2,-32,0.419383,6,0
Singapore,SGP,36,2007,1.049063336,1.000311943,1.024680476,301431.9375,0.000397276,2,2,-33,0.419383,7,1
Singapore,SGP,36,2008,1.049063336,1.000311943,1.024680476,296063.9688,0.000625199,2,2,-34,0.419383,7,0
Singapore,SGP,36,2009,1.049063336,1.000311943,1.024680476,297736.9063,0.000582798,2,2,-36,0.419383,7,0
Singapore,SGP,36,2010,1.049063336,1.000311943,1.024680476,351164.9375,0.00045971,2,2,-37,0.419383,7,0
Chad,TCD,37,1998,2.866446524,1.644700686,2.211289811,10165.00488,11.62555123,1,0,-172,0.8262728,1,1
Chad,TCD,37,1999,2.866446524,1.644700686,2.211289811,10536.8623,9.500054053,1,0,-174,0.8262728,1,0
Chad,TCD,37,2000,2.866446524,1.644700686,2.211289811,10045.87891,10.59349074,1,0,-175,0.8262728,1,0
Chad,TCD,37,2001,2.866446524,1.644700686,2.211289811,10378.54492,8.327720008,1,0,-176,0.8262728,1,0
Chad,TCD,37,2003,1.835681507,1.047440123,1.468744232,9939.013672,14.5418652,1,0,-178,0.8262728,2,1
Chad,TCD,37,2004,1.831258533,1.051624106,1.464996011,15123.31738,38.74351285,1,0,-179,0.8262728,2,0
Chad,TCD,37,2005,1.831258533,1.051624106,1.464996011,18771.75391,38.64704533,1,0,-180,0.8262728,2,0
Chad,TCD,37,2006,1.831258533,1.051624106,1.464996011,17556.48633,36.21788314,1,0,-181,0.8262728,2,0
Chad,TCD,37,2007,1.831258533,1.051624106,1.464996011,18366.69531,34.02368961,1,0,-183,0.8262728,2,0
Chad,TCD,37,2008,1.831258533,1.051624106,1.464996011,18513.39844,35.66855359,1,0,-184,0.8262728,2,0
Chad,TCD,37,2009,1.831258533,1.051624106,1.464996011,16764.16211,19.45887533,1,0,-185,0.8262728,2,0
Chad,TCD,37,2010,1.831258533,1.051624106,1.464996011,21665.57422,24.50419912,1,0,-186,0.8262728,2,0
Tajikistan,TJK,38,1998,1.273829201,1.010527514,1.141830821,10203.34766,0.135722591,1,2,-23,0.5515695,1,1
Tajikistan,TJK,38,1999,1.273829201,1.010527514,1.141830821,9227.498047,0.138152221,1,2,-24,0.5515695,1,0
Tajikistan,TJK,38,2000,1.273829201,1.010527514,1.141830821,9476.916992,0.402068374,1,2,-24,0.5515695,1,0
Tajikistan,TJK,38,2001,2.773497689,1.850425331,2.205753235,10294.8252,0.398236695,1,2,-25,0.5515695,2,1
Tajikistan,TJK,38,2002,2.773497689,1.850425331,2.205753235,11418.67676,0.50573445,1,2,-25,0.5515695,2,0
Tajikistan,TJK,38,2003,2.773497689,1.850425331,2.205753235,12830.45703,0.708300623,1,2,-27,0.5515695,2,0
Tajikistan,TJK,38,2004,2.773497689,1.850425331,2.205753235,14162.0625,0.804825609,1,2,-29,0.5515695,2,0
Tajikistan,TJK,38,2005,2.773497689,1.850425331,2.205753235,14578.30566,0.685642503,1,2,-30,0.5515695,2,0
Tajikistan,TJK,38,2006,1.443797745,1.023634376,1.235510694,15266.48145,0.960610726,1,2,-32,0.5515695,3,1
Tajikistan,TJK,38,2007,1.443797745,1.023634376,1.235510694,15830.39844,0.926468037,1,2,-34,0.5515695,3,0
Tajikistan,TJK,38,2008,1.443797745,1.023634376,1.235510694,16116.66602,0.933953818,1,2,-35,0.5515695,3,0
Tajikistan,TJK,38,2009,1.443797745,1.023634376,1.235510694,16847.76563,0.787393353,1,2,-37,0.5515695,3,0
Tajikistan,TJK,38,2010,1.443797745,1.023634376,1.235510694,18644.93359,1.329414001,1,2,-38,0.5515695,3,0
Tunisia,TUN,39,1995,1.273376468,1.00787278,1.142242685,65972.375,2.309710223,1,0,-212,0.158251,1,1
Tunisia,TUN,39,1996,1.273376468,1.00787278,1.142242685,76323.89844,2.698699417,1,0,-213,0.158251,1,0
Tunisia,TUN,39,1997,1.273376468,1.00787278,1.142242685,76314.40625,2.143941245,1,0,-215,0.158251,1,0
Tunisia,TUN,39,1998,1.273376468,1.00787278,1.142242685,76881.51563,1.320917356,1,0,-217,0.158251,1,0
Tunisia,TUN,39,1999,1.273376468,1.00787278,1.142242685,78791.60156,1.903077296,1,0,-219,0.158251,1,0
Tunisia,TUN,39,2000,1.490729073,1.021200287,1.263417293,78950.55469,3.290532815,1,0,-220,0.158251,2,1
Tunisia,TUN,39,2001,1.490729073,1.021200287,1.263417293,80528.53125,2.491653018,1,0,-222,0.158251,2,0
Tunisia,TUN,39,2002,1.490729073,1.021200287,1.263417293,79862.46094,2.475096064,1,0,-224,0.158251,2,0
Tunisia,TUN,39,2003,1.490729073,1.021200287,1.263417293,82162.63281,2.280219592,1,0,-227,0.158251,2,0
Tunisia,TUN,39,2004,1.490729073,1.021200287,1.263417293,84657.9375,2.782317306,1,0,-229,0.158251,2,0
Tunisia,TUN,39,2005,1.520366035,1.025301686,1.280105615,86028.3125,4.129145482,1,0,-231,0.158251,3,1
Tunisia,TUN,39,2006,1.520366035,1.025301686,1.280105615,91612.88281,4.508939144,1,0,-233,0.158251,3,0
Tunisia,TUN,39,2007,1.520366035,1.025301686,1.280105615,97444.25,6.052557182,1,0,-235,0.158251,3,0
Tunisia,TUN,39,2008,1.520366035,1.025301686,1.280105615,103117.5313,11.17555353,1,0,-237,0.158251,3,0
Tunisia,TUN,39,2009,1.520366035,1.025301686,1.280105615,106840,4.828482704,1,0,-240,0.158251,3,0
Tunisia,TUN,39,2010,1.71790832,1.047494127,1.395378849,111766.2109,5.901846969,1,0,-242,0.158251,4,1
Turkey,TUR,40,1993,3.581155166,2.574553102,2.951408938,608225.4375,0.304196114,2,1,231,0.2549133,1,1
Turkey,TUR,40,1994,3.581155166,2.574553102,2.951408938,572052.25,0.35565972,2,1,236,0.2549133,1,0
Turkey,TUR,40,1995,3.581155166,2.574553102,2.951408938,606717.5,0.344933824,2,1,240,0.2549133,1,0
Turkey,TUR,40,1996,4.397441489,3.801603004,4.052388046,675771.375,0.345523833,2,1,245,0.2549133,2,1
Turkey,TUR,40,1997,4.397441489,3.801603004,4.052388046,706875.9375,0.272962478,2,1,249,0.2549133,2,0
Turkey,TUR,40,1998,4.397441489,3.801603004,4.052388046,699197.75,0.12327379,2,1,254,0.2549133,2,0
Turkey,TUR,40,1999,4.397441489,3.801603004,4.052388046,671311.375,0.163268617,2,1,258,0.2549133,2,0
Turkey,TUR,40,2000,4.872116995,4.420714535,4.580278247,733914,0.232988571,2,1,262,0.2549133,3,1
Turkey,TUR,40,2001,4.872116995,4.420714535,4.580278247,712009.375,0.30387356,2,1,266,0.2549133,3,0
Tanzania,TZA,41,1997,1.965530354,1.118471054,1.546978742,30253.22266,8.866659526,1,2,-148,0.9250348,1,1
Tanzania,TZA,41,1998,1.965530354,1.118471054,1.546978742,32608.94336,7.512082537,1,2,-148,0.9250348,1,0
Tanzania,TZA,41,1999,1.965530354,1.118471054,1.546978742,34882.75391,4.876907613,1,2,-149,0.9250348,1,0
Tanzania,TZA,41,2000,1.965530354,1.118471054,1.546978742,37200.86719,4.60960922,1,2,-150,0.9250348,1,0
Tanzania,TZA,41,2001,1.201271116,1.005103242,1.10341783,40251.79297,4.394117373,1,2,-150,0.9250348,2,1
Tanzania,TZA,41,2002,1.201271116,1.005103242,1.10341783,44502.23047,5.316192888,1,2,-151,0.9250348,2,0
Tanzania,TZA,41,2003,1.201271116,1.005103242,1.10341783,47517.99609,7.980249846,1,2,-151,0.9250348,2,0
Tanzania,TZA,41,2004,1.201271116,1.005103242,1.10341783,50460.72266,6.759529984,1,2,-152,0.9250348,2,0
Tanzania,TZA,41,2005,1.201271116,1.005103242,1.10341783,55789.40625,5.674556488,1,2,-152,0.9250348,2,0
Tanzania,TZA,41,2006,1.315169613,1.016645394,1.163676489,59774.30469,6.478826338,1,2,-153,0.9250348,3,1
Tanzania,TZA,41,2007,1.315169613,1.016645394,1.163676489,66204.41406,7.321637388,1,2,-153,0.9250348,3,0
Tanzania,TZA,41,2008,1.315169613,1.016645394,1.163676489,71421.82813,7.159523954,1,2,-154,0.9250348,3,0
Tanzania,TZA,41,2009,1.315169613,1.016645394,1.163676489,76628.625,7.494892506,1,2,-154,0.9250348,3,0
Tanzania,TZA,41,2010,1.315169613,1.016645394,1.163676489,85229.10156,7.473235861,1,2,-155,0.9250348,3,0
Venezuela. RB,VEN,42,1999,4.885985748,3.820859733,4.421790237,151345.2969,10.03542434,1,1,203,0.107347,1,1
Venezuela. RB,VEN,42,2000,4.885985748,3.820859733,4.421790237,174861.2813,18.37122192,1,1,207,0.107347,1,0
Venezuela. RB,VEN,42,2001,2.722227777,1.368008395,2.076193752,175375.3906,12.22801038,1,1,210,0.107347,2,1
Venezuela. RB,VEN,42,2002,2.722227777,1.368008395,2.076193752,169758.7188,15.17358876,1,1,214,0.107347,2,0
Venezuela. RB,VEN,42,2003,2.714086332,1.373927556,2.06796176,167127.4531,19.18728519,1,1,217,0.107347,2,0
Venezuela. RB,VEN,42,2004,2.714086332,1.373927556,2.06796176,216371.9531,21.80771539,1,1,221,0.107347,2,0
Venezuela. RB,VEN,42,2005,2.714086332,1.373927556,2.06796176,271103.2188,25.41435572,1,1,224,0.107347,2,0
Venezuela. RB,VEN,42,2006,1.982019757,1.151422872,1.557623599,319214.1563,23.0930041,1,1,227,0.107347,3,1
Venezuela. RB,VEN,42,2007,1.540913863,1.034906607,1.290571181,364403.0625,18.98628494,1,0,229,0.107347,3,0
Venezuela. RB,VEN,42,2008,1.540913863,1.034906607,1.290571181,419232.625,19.0028398,1,0,232,0.107347,3,0
Venezuela. RB,VEN,42,2009,1.540913863,1.034906607,1.290571181,363031.1875,7.677913652,1,0,230,0.107347,3,0
Venezuela. RB,VEN,42,2010,1.540913863,1.034906607,1.290571181,438372.5625,10.20571908,1,0,229,0.107347,3,0
Yemen. Rep.,YEM,43,1994,3.65872471,2.423420178,2.918951564,8914.4375,31.08290251,0,2,-10,0.06,1,1
Yemen. Rep.,YEM,43,1995,3.65872471,2.423420178,2.918951564,10095.85547,34.65616992,0,2,-11,0.06,1,0
Yemen. Rep.,YEM,43,1996,2.775701778,1.880513034,2.216567436,12182.66406,33.472259,0,2,-12,0.06,1,0
Yemen. Rep.,YEM,43,1997,2.775701778,1.880513034,2.216567436,13812.22656,26.21462785,0,2,-14,0.06,1,0
Yemen. Rep.,YEM,43,1998,2.223719412,1.315140168,1.724950983,15602.37012,16.35982357,0,2,-15,0.06,2,1
Yemen. Rep.,YEM,43,1999,2.223719412,1.315140168,1.724950983,17549.09961,24.34296541,0,2,-16,0.06,2,0
Yemen. Rep.,YEM,43,2000,2.223719412,1.315140168,1.724950983,19706.39648,38.71387756,1,2,-17,0.06,2,0
Yemen. Rep.,YEM,43,2001,2.223719412,1.315140168,1.724950983,22860.56836,30.57105672,1,2,-18,0.06,2,0
Yemen. Rep.,YEM,43,2002,2.223719412,1.315140168,1.724950983,26708.85352,28.96727394,1,2,-19,0.06,2,0
Yemen. Rep.,YEM,43,2003,2.223719412,1.315140168,1.724950983,32556.78906,30.87546852,1,2,-20,0.06,2,0
Yemen. Rep.,YEM,43,2004,1.663899653,1.075385951,1.364077942,43020.05469,33.04757925,1,2,-22,0.06,3,1
Yemen. Rep.,YEM,43,2005,1.663899653,1.075385951,1.364077942,65056.48438,40.69563957,1,2,-23,0.06,3,0
Yemen. Rep.,YEM,43,2006,1.663899653,1.075385951,1.364077942,70360.10156,39.11273865,1,2,-24,0.06,3,0
Yemen. Rep.,YEM,43,2007,1.663899653,1.075385951,1.364077942,73505.20313,32.44544794,1,2,-25,0.06,3,0
Yemen. Rep.,YEM,43,2008,1.663899653,1.075385951,1.364077942,80234.67188,31.57639756,1,2,-26,0.06,3,0
Yemen. Rep.,YEM,43,2009,1.663899653,1.075385951,1.364077942,82416.14063,19.28325621,1,2,-27,0.06,3,0
Yemen. Rep.,YEM,43,2010,1.663899653,1.075385951,1.364077942,96926.35938,21.2907779,1,2,-28,0.06,3,0
South Africa,ZAF,44,1975,1.73444451,1.177981434,1.416224721,222462.9375,5.33348401,2,1,107,0.8772271,1,1
South Africa,ZAF,44,1976,1.73444451,1.177981434,1.416224721,221428.4844,6.009863583,2,1,110,0.8772271,1,0
South Africa,ZAF,44,1977,1.73444451,1.177981434,1.416224721,221057.4844,6.211219925,2,1,113,0.8772271,1,0
South Africa,ZAF,44,1978,1.465402637,1.031776738,1.247101588,231354.1875,5.41547755,2,1,116,0.8772271,2,1
South Africa,ZAF,44,1979,1.465402637,1.031776738,1.247101588,244063.9063,8.893646453,2,1,119,0.8772271,2,0
South Africa,ZAF,44,1980,1.465402637,1.031776738,1.247101588,278490.0938,15.06305403,2,1,121,0.8772271,2,0
South Africa,ZAF,44,1981,1.465402637,1.031776738,1.247101588,278588.125,11.84243056,2,1,124,0.8772271,2,0
South Africa,ZAF,44,1982,1.520864756,1.062870226,1.278171106,278229.1563,11.56518482,2,1,127,0.8772271,3,1
South Africa,ZAF,44,1983,1.520864756,1.062870226,1.278171106,282394.375,9.98685652,2,1,130,0.8772271,3,0
South Africa,ZAF,44,1984,1.520864756,1.062870226,1.278171106,294247,5.13206406,2,1,132,0.8772271,3,0
South Africa,ZAF,44,1985,1.520864756,1.062870226,1.278171106,288860.9688,10.06828093,0,1,135,0.8772271,3,0
South Africa,ZAF,44,1986,1.520864756,1.062870226,1.278171106,282019.7188,7.928428886,0,1,138,0.8772271,3,0
South Africa,ZAF,44,1987,1.520864756,1.062870226,1.278171106,292452.4375,6.432595945,0,1,140,0.8772271,3,0
South Africa,ZAF,44,1988,1.724837256,1.091445741,1.397288245,302149.0625,6.165941128,0,1,143,0.8772271,4,1
South Africa,ZAF,44,1989,1.724837256,1.091445741,1.397288245,308631.25,5.398106436,0,1,146,0.8772271,4,0
South Africa,ZAF,44,1990,2.351298011,1.494390124,1.836776802,307809.5313,6.030095996,0,1,149,0.8772271,5,1
South Africa,ZAF,44,1991,2.326573532,1.472689004,1.817089579,306914.5,5.109633848,0,1,152,0.8772271,5,0
South Africa,ZAF,44,1992,2.326573532,1.472689004,1.817089579,305569.3438,3.979314325,0,1,156,0.8772271,5,0
South Africa,ZAF,44,1993,2.326573532,1.472689004,1.817089579,316676.125,3.375171305,0,1,161,0.8772271,5,0
Zambia,ZMB,45,1993,1.384615385,1.053254438,1.2,9472.759766,6.508315009,1,2,-102,0.8182164,1,1
Zambia,ZMB,45,1994,1.384615385,1.053254438,1.2,9169.654297,11.14668157,1,2,-98,0.8182164,1,0
Zambia,ZMB,45,1995,1.490856083,1.068358893,1.261331863,9223.96875,15.65417295,1,2,-94,0.8182164,1,0
Zambia,ZMB,45,1996,1.472390758,1.062443734,1.250543171,9693.397461,11.20866172,1,2,-94,0.8182164,2,1
Zambia,ZMB,45,1997,1.301029259,1.010005603,1.157117015,10956.88672,9.635213688,1,2,-93,0.8182164,2,0
Zambia,ZMB,45,1998,1.301029259,1.010005603,1.157117015,10585.43555,7.246862921,1,2,-92,0.8182164,2,0
Zambia,ZMB,45,1999,1.301029259,1.010005603,1.157117015,10249.66895,5.090392435,1,2,-92,0.8182164,2,0
